seq,name/first,name/last,age,street,city,state,latitude,longitude,ccnumber
70,Olga,Tran,36,Mekfo Extension,Ihloub,NE,-3.78049,173.01362,4.90E+15
71,Winifred,Warner,45,Lazic Square,Pemotal,ME,-81.22153,17.7883,2.01E+14
72,Nannie,Andrews,52,Tehav Extension,Otaimluh,UT,10.21379,49.74129,3.00E+13
73,Stella,Schmidt,58,Cafu Mill,Lorpidsi,AZ,-78.73819,132.85389,4.90E+15
74,Hester,Sutton,60,Opetu Boulevard,Gevewac,OH,-25.18361,-110.06312,3.01E+13
75,Trevor,Washington,55,Tivi Turnpike,Cijegu,MD,-81.28044,116.55136,3.00E+13
76,Walter,Wagner,46,Peli Square,Tupaum,VT,65.79207,-19.29884,2.01E+14
77,Derek,Leonard,38,Egsaj Key,Lepica,MI,-81.57583,-173.02044,5.02E+15
78,Kenneth,Harper,34,Reje Pass,Uwitalem,UT,-27.05071,-111.71012,4.90E+15
79,Lydia,Holmes,29,Utejuf Ridge,Hanowavor,ND,-49.24522,-29.1511,5.02E+15
80,Louis,Atkins,58,Zalik Place,Uwzemir,LA,-29.58043,92.28509,3.00E+13
81,Oscar,Hunt,29,Dujre Circle,Nabtawon,TN,-78.84759,42.75887,3.53E+15
82,Jim,Keller,19,Neco Avenue,Jeulevub,WY,-8.93079,-168.93831,6.28E+15
83,Floyd,Olson,33,Vuhzuj Drive,Fejzipu,MD,38.0355,78.22096,3.68E+13
84,Anne,Long,65,Ocla Center,Ciiclug,SD,50.70605,-18.04477,3.41E+14
85,Lula,Chapman,26,Gozsu Path,Zihorni,MS,79.06309,66.52234,4.03E+15
86,Essie,James,24,Pefbik Pass,Wusiwe,MN,13.78202,151.23591,3.00E+13
87,Richard,Hines,59,Mataw Manor,Ozmipgi,NV,-43.58028,-52.3454,3.53E+15
88,Cole,Tucker,55,Sofim Pike,Uciburse,VT,25.59654,-146.47193,5.61E+15
89,Terry,Little,48,Zewme Parkway,Maespew,AK,-54.50807,109.86316,5.11E+15
90,Cora,Clayton,36,Emloc Extension,Ovzilja,VT,-4.12237,139.0706,2.01E+14
91,Nathan,Morgan,41,Sajili Plaza,Ulcillem,DE,-63.02502,-133.29381,5.47E+15
92,Larry,Walsh,25,Coiz Plaza,Midugib,OK,68.60187,-78.11707,6.01E+15
93,Lois,Becker,21,Bedun Center,Aheloafo,NJ,-78.05669,122.85092,6.01E+15
94,Hilda,Mack,19,Zesa Drive,Zezcunof,WA,-85.2196,-96.70978,5.46E+15
95,Lina,Wise,33,Udhu Glen,Ilosekod,LA,-75.68751,62.46309,2.01E+14
96,Harvey,Thornton,38,Tojup Grove,Ugcimpol,CO,15.46329,100.16705,6.21E+15
97,Mike,Arnold,38,Lefap Pass,Jubeger,SD,68.95417,-170.57651,6.30E+15
98,Caleb,Simpson,18,Sidze Mill,Nilatet,CA,53.50448,45.01587,5.40E+15
99,Jacob,Walton,33,Gower View,Vadzufag,AK,-86.44096,147.54431,5.40E+15
100,Helena,Russell,37,Wedce Heights,Delunwa,AR,41.51534,29.38375,5.61E+15
101,Kathryn,Dawson,52,Worla Ridge,Toszasin,ND,35.915,3.85548,3.53E+15
102,Ella,Rios,46,Nofuv Path,Fopebdet,OR,84.39273,88.84165,6.33E+15
103,Rhoda,Cannon,40,Fiohi Trail,Mirzidkus,PA,-41.37659,156.70153,2.01E+14
104,Glen,Saunders,33,Nopsuv Trail,Japogej,PA,-0.88158,-0.22861,4.03E+15
105,Emily,Lee,21,Hocjuh Road,Irhazno,MD,24.7125,-132.95811,2.01E+14
106,Amelia,Day,22,Kawwe Center,Jenhese,MS,72.02839,139.36319,3.53E+15
107,Erik,Price,53,Kecjup Pike,Uzekepdi,IA,4.08263,94.15437,2.01E+14
108,Irene,Perry,35,Ikaeg Grove,Luborah,IA,12.63596,-73.83401,5.48E+15
109,Ruth,Olson,29,Fifpuz Junction,Maefaawe,NV,-79.55565,19.35137,6.23E+15
110,Robert,Santos,48,Soti Point,Motpised,KS,19.52341,156.77789,5.15E+15
111,Robert,Jordan,54,Zosak Pass,Peswefhog,MI,48.41021,136.95944,6.38E+15
112,Rosie,Hart,65,Bufe View,Nimezgu,VT,61.21978,-155.5663,5.61E+15
113,Troy,Dean,37,Ceta Grove,Focabof,ID,57.28245,113.40043,2.01E+14
114,Sean,Love,60,Sapbu Circle,Umdaber,NM,-43.97092,-45.53458,3.46E+14
115,Lucinda,Wallace,29,Ropmek Plaza,Fehijaco,MT,-24.02355,112.00895,5.44E+15
116,Sophie,Barnett,44,Opeege River,Vuhabna,NJ,-34.12219,2.60907,3.47E+14
117,Thomas,Chambers,22,Himi Place,Zapocsu,ID,-17.62856,137.43298,4.90E+15
118,Jonathan,Figueroa,47,Garfa Street,Gigfago,ID,-33.21653,-171.09176,5.02E+15
119,Angel,Sparks,55,Apva Lane,Licnofpat,NM,5.24908,51.66397,5.13E+15
120,Christine,Malone,46,Agbe Turnpike,Weejumod,OR,-21.56881,-53.12047,2.01E+14
121,Georgie,Ballard,36,Doeh Circle,Wojfokuw,SC,32.43056,-148.0735,2.01E+14
122,Annie,Higgins,55,Urjot Court,Guwmunko,LA,-60.05489,122.90699,6.01E+15
123,Seth,Singleton,28,Rabo Parkway,Neormu,IA,-34.7513,95.20686,4.03E+15
124,Luis,Pratt,19,Desapo Point,Sosbauji,CT,39.52281,124.14586,3.66E+13
125,Jesus,Page,55,Atoole Circle,Napompic,NJ,-7.91006,-62.2158,3.53E+15
126,Kenneth,Watson,36,Zepaj Place,Dekuwi,RI,12.38308,101.39622,4.90E+15
127,Lily,Love,21,Kafgok View,Tuhigiku,MD,72.00501,-143.47058,6.01E+15
128,Winnie,Holloway,45,Izune Street,Edehapfap,OH,-55.86062,-17.49394,5.48E+15
129,Lucas,Ellis,50,Gawo Place,Fenpahfi,CA,89.68347,10.80876,3.50E+14
130,Connor,Cohen,39,Nulita Circle,Dawalob,HI,56.15522,-71.36138,5.44E+15
131,Paul,Alexander,49,Kubfik Boulevard,Ufwackel,NM,-52.06468,115.58647,5.02E+15
132,Marcus,Ingram,26,Jikoh Park,Ozorahga,MO,33.4577,-39.34059,3.42E+14
133,Bernard,Gonzalez,40,Ilzi Plaza,Lotsuvaci,ME,-29.86243,-110.20882,4.64E+15
134,Sallie,Gomez,64,Laken Mill,Focosmen,MI,3.92114,-176.93472,3.53E+15
135,Violet,Garza,40,Kuto Turnpike,Abcevid,GA,-31.96933,73.01413,3.01E+13
136,Lena,Edwards,53,Zuta Center,Guwdomaf,MA,73.30223,131.22715,4.90E+15
137,Augusta,Miller,19,Pate Heights,Duwjotlis,DC,-24.87972,133.43244,6.21E+15
138,Myrtle,Reid,42,Jobef Point,Luogjok,NC,58.99535,83.98029,6.37E+15
139,Winnie,Thornton,42,Wezu Square,Kuznerdo,HI,-38.14445,-56.91928,3.00E+13
140,Tillie,Stevenson,39,Veseh Square,Zebmofi,MA,70.10228,-69.00212,4.42E+15
141,Craig,Barker,31,Anawi Manor,Leupola,MS,24.24963,-84.96087,6.23E+15
142,Nettie,Haynes,50,Ehbo Terrace,Urafajep,HI,71.98574,-125.09427,6.33E+15
143,Melvin,Moran,39,Josun Heights,Kuibuled,NV,-39.92164,31.00179,3.49E+14
144,Florence,Gray,44,Eppop Loop,Lupawataf,CT,4.88031,96.21202,4.03E+15
145,Lulu,Cross,35,Gusuv Highway,Laluje,TX,35.39254,-108.77048,4.90E+15
146,Betty,Sanders,49,Wuzob Manor,Vavuref,TX,40.18025,-158.7969,4.90E+15
147,Benjamin,Chapman,43,Secbuj Plaza,Uvrohha,RI,24.52724,-63.14102,5.14E+15
148,Jackson,Fletcher,47,Ohuduw Court,Buzirca,IN,38.76339,-13.51778,3.40E+14
149,Francisco,Moreno,61,Mizi Terrace,Uhamaco,OH,-75.745,113.50647,4.03E+15
150,Ophelia,Parker,60,Nutwa Road,Vosmunis,CA,-84.22094,82.54626,5.15E+15
151,Garrett,Norton,60,Kofri Key,Hatibup,AK,-72.32291,112.6464,5.02E+15
152,Curtis,Wolfe,18,Murir Loop,Nukkukem,AK,-66.96918,-22.1281,5.44E+15
153,Hattie,Erickson,49,Tusuc Drive,Cubewde,ME,45.77808,-62.94296,5.02E+15
154,Leonard,Allison,64,Zikza Turnpike,Koluremev,LA,51.53929,139.58176,5.61E+15
155,Lela,Joseph,32,Labdoj View,Zusaivi,SD,31.87958,9.29783,4.74E+15
156,Sophie,Page,19,Cujba Boulevard,Sijofugo,AZ,80.57178,-48.67543,3.43E+14
157,Barbara,Greene,56,Safoh Plaza,Cicdugac,ID,51.57793,90.89099,5.61E+15
158,Roy,Mann,25,Soce Mill,Overewar,MN,66.81748,1.72634,5.02E+15
159,Alta,Phillips,48,Ofiso Plaza,Japalwu,CA,-12.24256,101.95803,3.53E+15
160,Bill,Welch,60,Naplo Drive,Jotudah,TX,-16.02796,55.48639,6.20E+15
161,Cecilia,Palmer,63,Osmof Grove,Etbimon,CO,77.17973,63.40947,6.01E+15
162,Troy,Garcia,57,Zegugi Path,Kumfannok,NE,10.75176,171.47688,5.11E+15
163,Betty,Coleman,63,Nobo Loop,Ezcaga,CO,-61.41152,-14.44181,2.01E+14
164,Cameron,Little,42,Atte Heights,Poegotug,AK,-46.84339,-64.61552,6.38E+15
165,Hettie,Fernandez,62,Werse Park,Lacwitop,NJ,-76.8038,154.45832,6.30E+15
166,Lottie,Holmes,51,Gewvas Glen,Wuagoowo,MN,66.51725,136.15006,4.85E+15
167,Cora,Greer,25,Omaoze Square,Wauvov,RI,-48.32216,158.93032,6.27E+15
168,Timothy,Robinson,49,Avcow Loop,Rahfibmi,OR,-50.61226,57.13042,2.01E+14
169,Alejandro,Hampton,52,Weima Path,Domawici,DE,-67.52825,127.44087,4.03E+15
170,Rosa,Curry,46,Mizce Way,Havmihu,TN,-27.7973,64.06031,5.48E+15
171,Adeline,Ortiz,64,Usaelo Ridge,Vurramwuz,IL,-6.13425,60.19074,5.20E+15
172,Millie,Edwards,55,Kushec View,Tanpejo,NH,69.89445,-65.24151,3.01E+13
173,Nannie,Kim,39,Carit River,Tivewuamo,AK,-25.83976,79.90164,2.01E+14
174,Gregory,Jennings,43,Zuco Mill,Hugumeg,NC,87.43198,-168.48711,4.03E+15
175,George,Gregory,47,Mutwu Lane,Icceoj,OH,-62.71204,112.74796,3.53E+15
176,Keith,Abbott,29,Ipwaw Pass,Nevvupiz,VA,-25.68756,-80.33023,2.01E+14
177,Nellie,May,40,Zepfer Way,Ophajbet,UT,4.44633,-161.59154,6.38E+15
178,Cory,Jensen,21,Onogad Plaza,Mijsinra,KS,-75.62229,10.91523,4.90E+15
179,Arthur,Ball,60,Jeto Key,Roigmu,MN,43.00086,-108.44139,3.00E+13
180,Virginia,Brooks,29,Wuhguk View,Vuwsadlu,NV,14.80748,11.33365,4.90E+15
181,Michael,Clark,19,Cifzop Pike,Atpade,HI,8.29892,-106.99974,6.38E+15
182,Albert,Watkins,41,Wohdeb Junction,Vahcogpup,HI,52.6942,51.00071,6.38E+15
183,Luke,Martinez,46,Cewa Manor,Galicpi,AL,71.86261,79.68584,6.25E+15
184,Grace,Garrett,26,Cuzba Pass,Lugsenu,TN,85.10736,74.18956,4.90E+15
185,Eunice,Frank,40,Lenrej Pass,Wefcopoj,KY,58.47623,56.7667,4.90E+15
186,Louisa,Houston,22,Owivo Avenue,Uzirroc,AK,43.24036,-170.47633,3.49E+14
187,Chris,Carr,40,Ugpom Point,Wetaogo,ME,32.92731,-65.54,3.00E+13
188,Luis,Allison,51,Zoeji Pass,Puviwiso,UT,-63.74652,83.67893,5.49E+15
189,Julia,Flores,24,Ifezed Circle,Raehaop,MN,26.08653,93.00442,4.90E+15
190,Derrick,Bowen,52,Sula Court,Anboso,MT,0.713,141.75449,4.90E+15
191,Janie,Hart,31,Distos Key,Gavowho,SD,87.691,-167.23264,3.61E+13
192,Virgie,Brooks,49,Resov Ridge,Vikdelbad,NH,11.74319,164.98609,3.53E+15
193,Vincent,Aguilar,23,Dobawo Highway,Coikwej,KY,35.68258,113.60266,4.90E+15
194,Lucille,Buchanan,27,Kijjet Place,Fileroh,IN,50.28407,-97.41091,5.61E+15
195,Franklin,Mathis,27,Ubobo Parkway,Cewmobe,CT,9.94331,-174.86756,5.20E+15
196,James,Johnston,38,Akeeju Loop,Jenrojigo,SD,-37.95364,-149.98363,3.01E+13
197,Maud,Fowler,53,Fiuh Circle,Iveecies,WY,12.90451,78.68165,4.03E+15
198,Paul,Jefferson,19,Hosuv Avenue,Bewatheg,ME,-65.38922,-4.64185,3.60E+13
199,Dora,Elliott,18,Godvor Mill,Dunevtif,MN,17.06686,170.09602,6.33E+15
200,Johnny,Massey,22,Duzamu Path,Ovhezloc,AZ,74.90851,-69.2943,3.53E+15
201,Leo,Lloyd,57,Kote Place,Dewhofad,MN,-2.42155,-150.14415,3.53E+15
202,Chase,Leonard,40,Fisbij Parkway,Linwefcah,MD,64.41779,-145.00694,6.26E+15
203,Joe,Chambers,39,Sosdog Manor,Madugupe,SD,26.72763,25.96818,5.02E+15
204,Lydia,Little,35,Pisu Point,Gasewuwa,CT,65.72012,127.14846,6.33E+15
205,Dominic,McGee,22,Sobo Key,Uselazfab,HI,86.43232,-137.04561,5.15E+15
206,Ida,Robbins,33,Kuwu Boulevard,Zonitalo,FL,59.92301,-118.68932,6.30E+15
207,Patrick,Wright,22,Hupfe Junction,Tagdirwo,AL,73.75412,79.4198,3.53E+15
208,Timothy,Taylor,63,Fupri River,Zobwehhur,OR,80.55233,169.32243,5.61E+15
209,Richard,Singleton,38,Kozu Parkway,Remico,KY,42.83607,-146.23654,3.01E+13
210,Ronald,Knight,37,Zoit Key,Sibpeduwo,NH,53.58591,-105.3926,5.02E+15
211,Walter,Marsh,26,Wubwo Street,Eciruawa,WA,-23.10892,151.53331,6.30E+15
212,Robert,Palmer,60,Mogik Place,Ijsiwpik,NC,-69.9117,-179.42599,5.50E+15
213,Bettie,Mack,19,Viihi Street,Gopamo,VT,-9.51554,-70.62152,6.38E+15
214,Lina,Newman,42,Evbu Way,Lufboce,NY,39.0368,80.46994,4.94E+15
215,Louis,Bryan,60,Ratza Point,Ujjabno,VA,25.10408,139.54858,4.90E+15
216,Christina,Morgan,27,Vogi Extension,Fewipe,KY,-33.62332,1.19694,2.01E+14
217,James,May,33,Efagu Terrace,Jeemmib,SD,45.70591,-25.59151,5.15E+15
218,Travis,Barton,20,Zoado Glen,Munocij,OH,50.09897,-147.12835,5.43E+15
219,Elijah,Drake,47,Ileci Key,Puolawen,SC,88.20099,-115.01402,2.01E+14
220,Ann,Dunn,29,Ejeomo Terrace,Fuvajut,RI,88.73189,-51.69746,2.01E+14
221,Amanda,Brady,37,Gipez Park,Tatewrit,VA,-41.1544,161.40501,5.61E+15
222,Rosie,Rodriguez,34,Duha Point,Gitsienu,CT,-25.37863,45.52635,5.10E+15
223,Ernest,Rhodes,42,Abnu Lane,Hakonva,KS,89.63502,8.79376,5.12E+15
224,Clayton,Gutierrez,59,Pabi Mill,Vodeflav,SD,8.80036,-143.98934,3.70E+13
225,Katharine,Obrien,46,Jamdo Grove,Fudersi,VT,47.53552,-167.28235,3.00E+13
226,Wesley,Nash,64,Gukki Pass,Zunkica,TN,-72.01908,63.69339,5.42E+15
227,Cornelia,Rowe,19,Izteh Plaza,Zeunepiv,MI,-10.48551,49.541,6.30E+15
228,Brian,Romero,55,Bakdah Point,Sihopap,ID,-1.87128,154.31379,3.01E+13
229,Randall,Luna,25,Hicik Place,Tegjozga,MD,-70.02588,-115.96794,5.02E+15
230,Rena,Sanders,56,Koham Key,Jalsivge,NJ,33.18625,166.76182,4.90E+15
231,Etta,Delgado,56,Girbid Road,Nugucuta,DE,38.58219,-177.3139,6.33E+15
232,Kyle,Porter,18,Jibjow Manor,Karkufun,AZ,-87.87969,-4.94058,3.49E+14
233,Jackson,Clark,57,Mimrok Lane,Emeukugi,OR,-45.84999,121.76087,2.01E+14
234,Lillian,French,39,Gizec Manor,Gotsodip,WA,-44.34161,-105.65686,5.49E+15
235,Michael,Guerrero,32,Pomah Terrace,Elteab,DC,-19.95476,-165.7293,3.53E+15
236,Eunice,Boyd,31,Pava Turnpike,Diacvel,RI,-5.85968,42.22159,5.02E+15
237,Willie,Richardson,19,Nagop Heights,Zarloiw,TX,-68.18914,-94.61148,6.37E+15
238,Georgie,Beck,40,Coduw Plaza,Beediba,HI,-18.1645,126.79423,5.12E+15
239,Sadie,Cunningham,56,Joga Heights,Urtibhev,TN,41.64301,-123.92069,5.16E+15
240,Sylvia,Scott,38,Cofzel Manor,Vicmupaci,NY,-23.72769,47.69568,6.33E+15
241,Marc,Pope,29,Dugzas Point,Liinpe,MN,-50.27646,73.77598,3.00E+13
242,Aaron,Gutierrez,21,Jisza Street,Idrulis,VT,41.956,128.11506,2.01E+14
243,Gordon,Lane,55,Zosoc Court,Jopetcu,DC,-20.69333,125.13249,5.20E+15
244,Della,Tran,43,Jevef Heights,Ileculmo,OR,4.63071,-78.59616,5.61E+15
245,Bess,Lewis,37,Dozan Loop,Lopcaccaz,NH,77.80854,-112.93715,5.12E+15
246,Sue,Silva,21,Kuhba Junction,Cutuletu,WV,-24.19366,-130.41172,6.26E+15
247,Vincent,Hubbard,36,Akiifi Lane,Zewcutu,UT,-75.86962,147.911,6.30E+15
248,Elnora,Santos,18,Penu Trail,Ulavha,UT,-59.49839,-132.15564,5.02E+15
249,Andrew,Cortez,46,Vijme View,Iffanik,IA,62.31058,8.94444,3.01E+13
250,Tom,Summers,49,Feduf Circle,Uhuvte,ID,64.28164,164.31165,5.20E+15
251,Jackson,Hampton,19,Ridju Ridge,Dakgabro,UT,-3.06144,37.50873,5.02E+15
252,Floyd,Jenkins,62,Zutdaj Avenue,Nifovin,DC,49.47405,95.74417,3.53E+15
253,Wayne,Jenkins,19,Bufif Court,Fisjoki,OK,81.61148,-156.49896,3.43E+14
254,Ernest,Robertson,18,Ohze Center,Egrutviz,MD,-46.127,48.47761,5.61E+15
255,Sam,Armstrong,50,Kinu River,Kaapuol,ID,-70.60258,60.33116,5.02E+15
256,Julia,Miller,43,Pepsa Loop,Vedbecim,MO,34.00097,-11.99584,4.03E+15
257,Lewis,Gomez,47,Iphi Square,Lammesec,NV,-74.74778,177.31207,6.33E+15
258,Melvin,Hammond,47,Okfah Center,Volavawiw,KY,-10.92495,63.59578,6.22E+15
259,Chase,Powell,59,Pupjob Square,Bimkidwoc,SD,45.73573,-55.84431,4.90E+15
260,Helena,Garner,30,Udilow Key,Nejtannag,OR,26.43249,-2.9737,3.53E+15
261,Ricky,Fitzgerald,36,Wanuk Point,Epnuho,AZ,-7.90045,5.84487,4.08E+15
262,Harvey,Wolfe,34,Witik Terrace,Udzaof,CO,24.50013,-104.35837,3.53E+15
263,Jorge,Briggs,51,Guolo Road,Lusipebe,MS,-17.91062,-131.91434,6.01E+15
264,Ada,Torres,47,Ugafes Highway,Giifeza,AZ,-75.6691,-153.46054,4.09E+15
265,Cora,Hawkins,43,Jigji Point,Anfodu,AL,-56.98504,-4.25067,3.01E+13
266,Sophie,Bowman,47,Tawer Avenue,Hegdultef,HI,15.11093,-49.78811,3.53E+15
267,Rhoda,Summers,20,Utzu Square,Necderup,MT,-43.19102,156.90686,5.48E+15
268,Caroline,Garcia,49,Ugorog Junction,Kibarut,CA,54.33648,113.70358,3.01E+13
269,Cynthia,Marshall,26,Kehna Pass,Apjottu,IN,-68.64589,-87.97092,5.61E+15
270,Randall,Watson,65,Suhak Grove,Upvufap,DC,-89.35472,121.80757,3.67E+13
271,Genevieve,Patton,43,Rikja Trail,Najoruco,RI,-37.94997,133.92837,5.42E+15
272,Bernard,Allison,59,Sila Square,Emdiri,MA,9.69409,-36.85,6.38E+15
273,Gavin,Harper,31,Tatu Circle,Uwjoczif,RI,76.2069,-3.98326,5.41E+15
274,Eddie,Wilson,43,Weaso Lane,Vamavlov,VA,26.34558,9.62308,4.77E+15
275,Olga,Delgado,34,Zitmu Circle,Iwobaka,NY,-29.14547,-68.93797,5.20E+15
276,Celia,Hammond,54,Fatdaw Parkway,Ildojud,HI,86.24258,-59.3943,2.01E+14
277,Cynthia,McCoy,50,Sate Road,Taftifji,TN,-40.80019,-42.3758,5.44E+15
278,Isaac,Ramirez,30,Kebug Park,Ulsion,UT,40.70177,60.12364,3.01E+13
279,Larry,Hubbard,36,Mizop Avenue,Fuhjahas,DC,-18.17741,-16.2107,5.20E+15
280,Mable,Murphy,26,Cedpok Pass,Huruwuk,NC,-68.38196,-123.58393,6.25E+15
281,Isabel,Henderson,30,Wokol Turnpike,Pijomu,OH,-79.5982,-88.80136,5.14E+15
282,Eunice,Anderson,21,Pasir Highway,Wejoppen,RI,-45.76921,19.61012,5.61E+15
283,Olivia,Payne,46,Owocuz Center,Dijarodek,VA,-54.15373,-138.51319,3.53E+15
284,Elva,Jimenez,44,Funo Path,Lokukar,NJ,-44.6386,137.13991,5.41E+15
